"sampleID"	"DepMap_ID"	"PvA"	"UMAP_1"	"UMAP_2"	"lineage"	"subtype"	"Primary/Metastasis"	"type"	"cluster"	"cancer_type"	"RF_class"	"RF_probability"	"RF_probability_margin"	"Celligner_class"	"Celligner_class_confidence"	"uncorrected_tumor_class"	"uncorrected_tumor_prop"	"undifferentiated_cluster"
"SLR21_KIDNEY"	"ACH-000016"	"Adult"	-0.829290107217271	-4.66949900420293	"kidney"	"renal cell carcinoma"	NA	"CL"	17	"kidney"	"kidney"	0.336365079365079	0.277894444444444	"kidney"	1	"kidney"	1	FALSE
"SKBR3_BREAST"	"ACH-000017"	"Adult"	-2.55932381856479	1.02765662816948	"breast"	"HER2 amp"	NA	"CL"	57	"breast"	"breast"	0.234984920634921	0.154655555555556	"breast"	1	"urinary_tract"	0.56	FALSE
"T24_URINARY_TRACT"	"ACH-000018"	"Adult"	2.62283307806817	-3.09212490290583	"urinary_tract"	"carcinoma"	NA	"CL"	26	"urinary_tract"	"blood"	0.108504761904762	0.0379460317460318	"lung"	0.48	"cervix"	0.28	TRUE
"MCF7_BREAST"	"ACH-000019"	"Adult"	-3.10514692523998	4.25718902534923	"breast"	"luminal"	NA	"CL"	0	"breast"	"breast"	0.310011111111111	0.219753174603175	"breast"	1	"breast"	0.96	FALSE
"NCIH1693_LUNG"	"ACH-000021"	"Adult"	-9.00088723104665	-1.2295444743667	"lung"	"non-small cell lung cancer, adenocarcinoma"	NA	"CL"	26	"lung"	"blood"	0.101480158730159	0.00584285714285714	"lung"	0.6	"urinary_tract"	0.28	TRUE
"PATU8988S_PANCREAS"	"ACH-000022"	"Adult"	-9.11760964024277	4.93100475364418	"pancreas"	"ductal adenocarcinoma, exocrine"	NA	"CL"	6	"pancreas"	"colorectal"	0.158576190476191	0.0360793650793651	"gastric"	0.96	"colorectal"	0.8	FALSE
"PATU8988T_PANCREAS"	"ACH-000023"	"Adult"	2.85884370737239	-3.15019971022203	"pancreas"	"ductal adenocarcinoma, exocrine"	NA	"CL"	26	"pancreas"	"blood"	0.161029365079365	0.0593873015873016	"lung"	0.44	"skin"	0.2	TRUE
"CH157MN_CENTRAL_NERVOUS_SYSTEM"	"ACH-000025"	"Adult"	3.33489444132195	-3.40706179184983	"central_nervous_system"	"meningioma"	NA	"CL"	26	"central_nervous_system"	"soft_tissue"	0.138348412698413	0.0394134920634921	"soft_tissue"	0.48	"soft_tissue"	0.28	TRUE
"253JBV_URINARY_TRACT"	"ACH-000026"	"Adult"	0.00926203965895664	-4.04656883410384	"urinary_tract"	"carcinoma"	NA	"CL"	17	"urinary_tract"	"blood"	0.14497380952381	0.00391984126984127	"kidney"	1	"kidney"	0.4	FALSE
"GOS3_CENTRAL_NERVOUS_SYSTEM"	"ACH-000027"	"Adult"	3.84503172483135	-5.50859003100384	"central_nervous_system"	"glioblastoma"	NA	"CL"	14	"central_nervous_system"	"soft_tissue"	0.115107936507937	0.0124666666666667	"soft_tissue"	0.44	"central_nervous_system"	0.32	TRUE
"KPL1_BREAST"	"ACH-000028"	"Adult"	-3.03564186150826	4.09305186683716	"breast"	"luminal"	NA	"CL"	0	"breast"	"breast"	0.281003174603175	0.197604761904762	"breast"	1	"breast"	0.96	FALSE
"HCC827GR5_LUNG"	"ACH-000029"	"Adult"	-9.84628786285792	0.292550259078591	"lung"	"non-small cell lung cancer, adenocarcinoma"	NA	"CL"	10	"lung"	"lung"	0.100689682539683	0.00459206349206354	"lung"	1	"colorectal"	0.32	FALSE
"PC14_LUNG"	"ACH-000030"	"Adult"	-8.51673256608843	-0.821680802235746	"lung"	"non-small cell lung cancer, adenocarcinoma"	NA	"CL"	19	"lung"	"urinary_tract"	0.212260317460317	0.0490039682539683	"lung"	0.44	"urinary_tract"	0.52	FALSE
"PANC0213_PANCREAS"	"ACH-000031"	"Adult"	-8.52619200045363	-0.37317588931317	"pancreas"	"ductal adenocarcinoma, exocrine"	NA	"CL"	7	"pancreas"	"urinary_tract"	0.165204761904762	0.00945317460317469	"lung"	0.48	"cervix"	0.48	FALSE
"NCIH1819_LUNG"	"ACH-000033"	"Adult"	-9.25157643811125	-1.2773880499547	"lung"	"non-small cell lung cancer, adenocarcinoma"	NA	"CL"	32	"lung"	"urinary_tract"	0.0975277777777778	0.00475476190476191	"lung"	0.68	"urinary_tract"	0.32	FALSE
"NCIH1650_LUNG"	"ACH-000035"	"Adult"	-8.03406210801383	-1.43629851849387	"lung"	"non-small cell lung cancer, adenocarcinoma"	NA	"CL"	19	"lung"	"cervix"	0.140035714285714	0.011847619047619	"lung"	0.44	"cervix"	0.6	FALSE
"U343_CENTRAL_NERVOUS_SYSTEM"	"ACH-000036"	"Adult"	3.38924737567723	-4.77208716589283	"central_nervous_system"	"glioblastoma"	NA	"CL"	14	"central_nervous_system"	"soft_tissue"	0.156248412698413	0.0356777777777778	"soft_tissue"	0.6	"soft_tissue"	0.52	TRUE
"S117_THYROID"	"ACH-000037"	"Adult"	2.91320602658115	-3.71569606362733	"soft_tissue"	"thyroid sarcoma"	NA	"CL"	14	"soft_tissue"	"soft_tissue"	0.0999976190476191	0.0129039682539683	"soft_tissue"	0.52	"soft_tissue"	0.44	TRUE
"SKNMC_BONE"	"ACH-000039"	"Pediatric"	15.2181319874953	1.84039582792631	"bone"	"Ewing sarcoma"	NA	"CL"	52	"Ewing"	"Ewing"	0.260192063492063	0.135414285714286	"Ewing"	1	"Ewing"	1	FALSE
"U118MG_CENTRAL_NERVOUS_SYSTEM"	"ACH-000040"	"Adult"	3.53110885539539	-3.64892131874338	"central_nervous_system"	"astrocytoma"	NA	"CL"	14	"central_nervous_system"	"soft_tissue"	0.200348412698413	0.101629365079365	"soft_tissue"	0.64	"soft_tissue"	0.4	TRUE
"RDES_BONE"	"ACH-000041"	"Pediatric"	15.1225934522711	1.97332062372905	"bone"	"Ewing sarcoma"	NA	"CL"	52	"Ewing"	"Ewing"	0.361261904761905	0.23156746031746	"Ewing"	1	"Ewing"	1	FALSE
"PANC0203_PANCREAS"	"ACH-000042"	"Adult"	-8.67186029924281	0.781780507654259	"pancreas"	"ductal adenocarcinoma, exocrine"	NA	"CL"	19	"pancreas"	"urinary_tract"	0.138571428571429	0.0231309523809524	"lung"	0.6	"urinary_tract"	0.32	FALSE
"HS895T_FIBROBLAST"	"ACH-000043"	"Fibroblast"	3.9590774826936	-2.34660607026662	"fibroblast"	"skin"	NA	"CL"	65	"fibroblast"	"soft_tissue"	0.237980952380952	0.138739682539683	"soft_tissue"	0.68	"soft_tissue"	0.52	FALSE
"MDAMB134VI_BREAST"	"ACH-000044"	"Adult"	-4.42130278887646	5.62712106961019	"breast"	"luminal"	NA	"CL"	59	"breast"	"breast"	0.34800873015873	0.244585714285714	"breast"	1	"breast"	1	FALSE
"ACHN_KIDNEY"	"ACH-000046"	"Adult"	-0.0966961745082064	-4.16810386631586	"kidney"	"renal cell carcinoma"	NA	"CL"	17	"kidney"	"kidney"	0.209501587301587	0.120966666666667	"kidney"	1	"kidney"	0.68	FALSE
"GCIY_STOMACH"	"ACH-000047"	"Adult"	0.0179563429561464	-5.27322012597675	"gastric"	"adenocarcinoma"	NA	"CL"	17	"gastric"	"kidney"	0.17455873015873	0.110347619047619	"kidney"	1	"esophagus"	0.24	FALSE
"TOV112D_OVARY"	"ACH-000048"	"Adult"	5.82072590263077	-2.26472974528251	"ovary"	"adenocarcinoma, endometrioid"	NA	"CL"	50	"ovary"	"Medulloblastoma"	0.138652380952381	0.00605952380952376	"Rhabdoid"	0.64	"Wilms"	0.24	FALSE
"HEKTE_KIDNEY"	"ACH-000049"	"Adult"	2.29148834034541	-3.60916202428188	"engineered_kidney"	NA	NA	"CL"	26	"engineered_kidney"	"kidney"	0.0853801587301588	0.00460396825396825	"lung"	0.64	"soft_tissue"	0.2	TRUE
"TE617T_SOFT_TISSUE"	"ACH-000051"	"Pediatric"	5.75477950531592	-2.34654988165265	"soft_tissue"	"rhabdomyosarcoma"	NA	"CL"	50	"Rhabdomyosarcoma"	"blood"	0.132157936507937	0.00908809523809524	"Rhabdoid"	0.84	"Rhabdoid"	0.4	FALSE
"A673_BONE"	"ACH-000052"	"Pediatric"	15.3909620994786	1.76020777749938	"bone"	"Ewing sarcoma"	NA	"CL"	52	"Ewing"	"Ewing"	0.390409523809524	0.28748253968254	"Ewing"	1	"Ewing"	1	FALSE
"HT1080_SOFT_TISSUE"	"ACH-000054"	"Adult"	2.96371895057757	-3.13041187550423	"soft_tissue"	"fibrosarcoma"	NA	"CL"	26	"soft_tissue"	"blood"	0.116471428571429	0.0268547619047619	"soft_tissue"	0.32	"skin"	0.4	TRUE
"D283MED_CENTRAL_NERVOUS_SYSTEM"	"ACH-000055"	"Pediatric"	11.4081699835101	-0.694897884002492	"central_nervous_system"	"medulloblastoma"	NA	"CL"	38	"Medulloblastoma"	"Medulloblastoma"	0.225418253968254	0.149985714285714	"Medulloblastoma"	1	"Medulloblastoma"	0.44	FALSE
"ML1_THYROID"	"ACH-000058"	"Adult"	2.86187307817143	-4.50402023955865	"thyroid"	"carcinoma, follicular"	NA	"CL"	26	"thyroid"	"thyroid"	0.105619047619048	0.0244563492063492	"lung"	0.32	"uterus"	0.28	TRUE
"PANC1005_PANCREAS"	"ACH-000060"	"Adult"	-8.97078446838506	0.493823550020571	"pancreas"	"ductal adenocarcinoma, exocrine"	NA	"CL"	19	"pancreas"	"cervix"	0.149276190476191	0.0298920634920635	"lung"	0.92	"cervix"	0.36	FALSE
"RERFLCMS_LUNG"	"ACH-000062"	"Adult"	2.15949167266866	-3.9423266818262	"lung"	"non-small cell lung cancer, adenocarcinoma"	NA	"CL"	26	"lung"	"lung"	0.0795238095238096	0.00032777777777783	"lung"	0.36	"lung"	0.24	TRUE
"HS616T_FIBROBLAST"	"ACH-000063"	"Fibroblast"	4.14699634404353	-2.19164882734035	"fibroblast"	"lymphoma"	NA	"CL"	65	"fibroblast"	"soft_tissue"	0.35082619047619	0.23967619047619	"soft_tissue"	0.52	"soft_tissue"	0.48	FALSE
"SALE_LUNG"	"ACH-000064"	"Adult"	-9.35250983894858	-2.92249533510353	"engineered_lung"	NA	NA	"CL"	7	"engineered_lung"	"urinary_tract"	0.183637301587302	0.0190960317460317	"upper_aerodigestive"	0.52	"cervix"	0.52	FALSE
"HCC4006_LUNG"	"ACH-000066"	"Adult"	-11.3514883606766	1.04841255841571	"lung"	"non-small cell lung cancer, adenocarcinoma"	NA	"CL"	10	"lung"	"lung"	0.167445238095238	0.0508428571428572	"lung"	1	"cervix"	0.44	FALSE
"HS683_CENTRAL_NERVOUS_SYSTEM"	"ACH-000067"	"Adult"	3.45192331425966	-4.33515274458254	"central_nervous_system"	"oligodendroglioma"	NA	"CL"	14	"central_nervous_system"	"soft_tissue"	0.18675873015873	0.0842880952380952	"soft_tissue"	0.6	"soft_tissue"	0.36	TRUE
"HS706T_BONE"	"ACH-000071"	"Fibroblast"	3.77149910069792	-3.10207303553405	"fibroblast"	"bone"	NA	"CL"	65	"fibroblast"	"soft_tissue"	0.247899206349206	0.0575277777777776	"soft_tissue"	0.52	"soft_tissue"	0.44	FALSE
"U87MG_CENTRAL_NERVOUS_SYSTEM"	"ACH-000075"	"Adult"	3.49816601457464	-4.0242357032683	"central_nervous_system"	"astrocytoma"	NA	"CL"	14	"central_nervous_system"	"soft_tissue"	0.169297619047619	0.080297619047619	"soft_tissue"	0.56	"soft_tissue"	0.36	TRUE
"MHHNB11_AUTONOMIC_GANGLIA"	"ACH-000078"	"Pediatric"	14.170763284198	-3.24432319850797	"peripheral_nervous_system"	"MYCN amp"	NA	"CL"	31	"Neuroblastoma"	"Neuroblastoma"	0.302347619047619	0.125269841269841	"Neuroblastoma"	1	"Neuroblastoma"	1	FALSE
"TE125T_FIBROBLAST"	"ACH-000079"	"Fibroblast"	4.03203743843163	-2.29544229878488	"fibroblast"	"soft tissue"	NA	"CL"	65	"fibroblast"	"soft_tissue"	0.227584920634921	0.136361111111111	"soft_tissue"	0.52	"soft_tissue"	0.52	FALSE
"G292CLONEA141B1_BONE"	"ACH-000082"	"Pediatric"	3.85698267131363	-3.74903719661526	"bone"	"osteosarcoma"	NA	"CL"	14	"Osteosarcoma"	"soft_tissue"	0.194206349206349	0.0781706349206349	"soft_tissue"	0.8	"soft_tissue"	0.4	TRUE
"HS281T_FIBROBLAST"	"ACH-000083"	"Fibroblast"	3.83404622927345	-2.4954554851385	"fibroblast"	"breast"	NA	"CL"	65	"fibroblast"	"soft_tissue"	0.345904761904762	0.216520634920635	"soft_tissue"	0.72	"soft_tissue"	0.52	FALSE
"T3M4_PANCREAS"	"ACH-000085"	"Adult"	-8.05198340887557	-3.84798216803533	"pancreas"	"ductal adenocarcinoma, exocrine"	NA	"CL"	12	"pancreas"	"urinary_tract"	0.195016666666667	0.0088261904761904	"urinary_tract"	0.52	"cervix"	0.4	FALSE
"ACCMESO1_PLEURA"	"ACH-000086"	"Adult"	2.80428740311052	-3.0948882351296	"lung"	"mesothelioma"	NA	"CL"	26	"lung"	"blood"	0.1484	0.0762626984126984	"lung"	0.68	"cervix"	0.16	TRUE
"SKES1_BONE"	"ACH-000087"	"Pediatric"	15.1706039958583	1.9313316105608	"bone"	"Ewing sarcoma"	NA	"CL"	52	"Ewing"	"Ewing"	0.281676984126984	0.161669841269841	"Ewing"	1	"Ewing"	1	FALSE
"HS172T_FIBROBLAST"	"ACH-000088"	"Fibroblast"	3.91781210002121	-2.69629938701269	"fibroblast"	"bladder"	NA	"CL"	65	"fibroblast"	"soft_tissue"	0.205550793650794	0.114973809523809	"soft_tissue"	0.56	"Osteosarcoma"	0.36	FALSE
"NCIH684_LARGE_INTESTINE"	"ACH-000089"	"Adult"	-9.43769376141874	7.35395405552467	"colorectal"	"adenocarcinoma"	NA	"CL"	1	"colorectal"	"colorectal"	0.320581746031746	0.220550793650794	"colorectal"	1	"colorectal"	1	FALSE
"PC3_PROSTATE"	"ACH-000090"	"Adult"	-8.65095460757298	-0.50189548092911	"prostate"	"adenocarcinoma"	NA	"CL"	26	"prostate"	"urinary_tract"	0.126516666666667	0.0240650793650794	"lung"	0.88	"urinary_tract"	0.44	TRUE
"OV56_OVARY"	"ACH-000091"	"Adult"	0.806683991024194	-5.01150416812365	"ovary"	"adenocarcinoma, serous"	NA	"CL"	60	"ovary"	"kidney"	0.119806349206349	0.0370912698412698	"kidney"	0.88	"kidney"	0.2	FALSE
"NCIH2452_PLEURA"	"ACH-000092"	"Adult"	2.9904309352031	-1.74535554875467	"lung"	"mesothelioma"	NA	"CL"	51	"lung"	"lung"	0.184230158730159	0.0921333333333333	"lung"	1	"lung"	0.48	FALSE
"PANC0504_PANCREAS"	"ACH-000093"	"Adult"	-8.71808350910684	1.4151528399414	"pancreas"	"ductal adenocarcinoma, exocrine"	NA	"CL"	19	"pancreas"	"urinary_tract"	0.171737301587302	0.029168253968254	"pancreas"	0.6	"urinary_tract"	0.36	FALSE
"HPAFII_PANCREAS"	"ACH-000094"	"Adult"	-8.93804630042744	2.54205452331195	"pancreas"	"ductal adenocarcinoma, exocrine"	NA	"CL"	19	"pancreas"	"colorectal"	0.138933333333333	0.0379634920634921	"pancreas"	0.8	"colorectal"	0.8	FALSE
"D341MED_CENTRAL_NERVOUS_SYSTEM"	"ACH-000095"	"Pediatric"	12.1646215330932	-0.970377791293261	"central_nervous_system"	"medulloblastoma"	NA	"CL"	38	"Medulloblastoma"	"Medulloblastoma"	0.362715873015873	0.200405555555556	"Medulloblastoma"	0.96	"Medulloblastoma"	0.68	FALSE
"G401_SOFT_TISSUE"	"ACH-000096"	"Pediatric"	5.69688937645514	-2.19662399716653	"kidney"	"malignant rhabdoid tumor"	NA	"CL"	50	"Rhabdoid"	"blood"	0.119463492063492	0.0208531746031746	"Rhabdoid"	0.96	"Wilms"	0.36	FALSE
"ZR751_BREAST"	"ACH-000097"	"Adult"	-3.68377932594548	2.72579395804407	"breast"	"luminal"	NA	"CL"	0	"breast"	"breast"	0.454673809523809	0.380939682539682	"breast"	1	"breast"	1	FALSE
"GAMG_CENTRAL_NERVOUS_SYSTEM"	"ACH-000098"	"Adult"	2.93649606295299	-3.64948951117528	"central_nervous_system"	"glioblastoma"	NA	"CL"	26	"central_nervous_system"	"blood"	0.0993809523809524	0.0110253968253968	"soft_tissue"	0.4	"skin"	0.4	TRUE
"SIMA_AUTONOMIC_GANGLIA"	"ACH-000099"	"Pediatric"	13.9533268041618	-3.15998308410929	"peripheral_nervous_system"	NA	NA	"CL"	31	"Neuroblastoma"	"Neuroblastoma"	0.383965079365079	0.218187301587301	"Neuroblastoma"	1	"Neuroblastoma"	1	FALSE
"RH41_SOFT_TISSUE"	"ACH-000100"	"Pediatric"	11.9883545580411	5.78725153271467	"soft_tissue"	"rhabdomyosarcoma, alveolar"	NA	"CL"	33	"Rhabdomyosarcoma"	"Rhabdomyosarcoma"	0.410604761904762	0.301206349206349	"Rhabdomyosarcoma"	1	"Rhabdomyosarcoma"	1	FALSE
"GMS10_CENTRAL_NERVOUS_SYSTEM"	"ACH-000102"	"Adult"	3.0826533316978	-4.31328745868378	"central_nervous_system"	"glioblastoma"	NA	"CL"	14	"central_nervous_system"	"soft_tissue"	0.185048412698413	0.0817555555555556	"lung"	0.36	"soft_tissue"	0.4	TRUE
"CAOV4_OVARY"	"ACH-000103"	"Adult"	2.4760457385942	-9.49523956564124	"ovary"	"adenocarcinoma, high grade serous"	NA	"CL"	24	"ovary"	"ovary"	0.369207142857143	0.1536	"ovary"	1	"ovary"	0.76	FALSE
"CAPAN2_PANCREAS"	"ACH-000107"	"Adult"	-8.46339355201008	1.02718903135757	"pancreas"	"ductal adenocarcinoma, exocrine"	NA	"CL"	19	"pancreas"	"urinary_tract"	0.147928571428571	0.0198952380952382	"pancreas"	0.44	"cervix"	0.32	FALSE
"KP3_PANCREAS"	"ACH-000108"	"Adult"	0.99452286601374	-3.47662099882357	"pancreas"	"ductal adenosquamous carcinoma, exocrine"	NA	"CL"	26	"pancreas"	"blood"	0.125203968253968	0.0490896825396826	"pancreas"	0.52	"colorectal"	0.44	TRUE
"NCIH3255_LUNG"	"ACH-000109"	"Adult"	-12.4143779454304	0.627349209657176	"lung"	"non-small cell lung cancer, adenocarcinoma"	NA	"CL"	10	"lung"	"lung"	0.2428	0.140472222222222	"lung"	1	"lung"	0.52	FALSE
"NCCSTCK140_STOMACH"	"ACH-000110"	"Adult"	-7.52750064639745	-2.4827820682235	"gastric"	"adenocarcinoma"	NA	"CL"	15	"gastric"	"urinary_tract"	0.212077777777778	0.106453968253968	"urinary_tract"	0.36	"urinary_tract"	0.84	FALSE
"HCC1187_BREAST"	"ACH-000111"	"Adult"	-4.89548043181809	-3.43512831165674	"breast"	"basal A"	NA	"CL"	25	"breast"	"breast"	0.194775396825397	0.0870539682539683	"breast"	1	"breast"	0.64	FALSE
"SU8686_PANCREAS"	"ACH-000114"	"Adult"	-8.71132647439738	1.12720764646475	"pancreas"	"ductal adenocarcinoma, exocrine"	NA	"CL"	19	"pancreas"	"lung"	0.156418253968254	0.0361023809523809	"pancreas"	0.52	"urinary_tract"	0.36	FALSE
"VCAP_PROSTATE"	"ACH-000115"	"Adult"	3.19769007903393	5.88390480178697	"prostate"	"adenocarcinoma"	NA	"CL"	21	"prostate"	"prostate"	0.377780952380952	0.303585714285714	"prostate"	1	"prostate"	1	FALSE
"OAW28_OVARY"	"ACH-000116"	"Adult"	1.62813402162756	-7.58463400422619	"ovary"	"adenocarcinoma, high grade serous"	NA	"CL"	32	"ovary"	"uterus"	0.209469841269841	0.0721936507936508	"uterus"	0.68	"uterus"	0.68	FALSE
"EFM192A_BREAST"	"ACH-000117"	"Adult"	-3.29408532788406	1.95718734132856	"breast"	"HER2 amp"	NA	"CL"	0	"breast"	"breast"	0.338351587301587	0.234715079365079	"breast"	1	"breast"	0.96	FALSE
"HUPT3_PANCREAS"	"ACH-000118"	"Adult"	-8.74732269647707	0.38663728689509	"pancreas"	"ductal adenocarcinoma, exocrine"	NA	"CL"	19	"pancreas"	"urinary_tract"	0.136906349206349	0.0116722222222223	"lung"	0.72	"urinary_tract"	0.32	FALSE
"HS863T_FIBROBLAST"	"ACH-000119"	"Fibroblast"	3.90586955726833	-2.27613627168879	"fibroblast"	"bone"	NA	"CL"	65	"fibroblast"	"soft_tissue"	0.329535714285714	0.207809523809524	"soft_tissue"	0.72	"soft_tissue"	0.6	FALSE
"CHP212_AUTONOMIC_GANGLIA"	"ACH-000120"	"Pediatric"	5.45210938746663	-4.89576012225985	"peripheral_nervous_system"	"MYCN amp"	NA	"CL"	27	"Neuroblastoma"	"Medulloblastoma"	0.101415873015873	0.00972380952380952	"Neuroblastoma"	0.4	"Wilms"	0.6	FALSE
"NCIH2405_LUNG"	"ACH-000121"	"Adult"	1.55591305018097	-3.68051410260694	"lung"	"non-small cell lung cancer, adenocarcinoma"	NA	"CL"	26	"lung"	"lung"	0.0814301587301588	0.00823253968253973	"lung"	0.48	"cervix"	0.28	TRUE
"COV434_OVARY"	"ACH-000123"	"Adult"	5.53019759966079	-2.11431375030929	"ovary"	"adenocarcinoma, endometrioid"	NA	"CL"	50	"ovary"	"Medulloblastoma"	0.182753968253968	0.0139007936507936	"Rhabdoid"	0.88	"Rhabdoid"	0.52	FALSE
"TO175T_FIBROBLAST"	"ACH-000125"	"Fibroblast"	4.08898588651925	-2.26612239785108	"fibroblast"	"lymphoma"	NA	"CL"	65	"fibroblast"	"soft_tissue"	0.339861904761905	0.230400793650794	"soft_tissue"	0.56	"soft_tissue"	0.56	FALSE
"KG1C_CENTRAL_NERVOUS_SYSTEM"	"ACH-000126"	"Pediatric"	3.13180256915884	-4.77177338841762	"central_nervous_system"	"oligodendroglioma"	NA	"CL"	14	"central_nervous_system"	"skin"	0.110705555555556	0.00710873015873019	"soft_tissue"	0.52	"skin"	0.44	TRUE
"SLR20_KIDNEY"	"ACH-000127"	"Adult"	2.44186971719458	-3.33371052777916	"kidney"	"renal cell carcinoma"	NA	"CL"	26	"kidney"	"blood"	0.135651587301587	0.0760293650793651	"lung"	0.6	"cervix"	0.2	TRUE
"LN319_CENTRAL_NERVOUS_SYSTEM"	"ACH-000128"	"Adult"	4.03255471175537	-5.32825143600081	"central_nervous_system"	"astrocytoma"	NA	"CL"	14	"central_nervous_system"	"central_nervous_system"	0.0903436507936508	0.00899365079365078	"central_nervous_system"	0.56	"uterus"	0.2	TRUE
"NCIH1341_LUNG"	"ACH-000129"	"Adult"	9.98176166749596	-1.34534572913648	"lung"	"small cell lung cancer"	NA	"CL"	66	"lung"	"Medulloblastoma"	0.11852619047619	0.0272738095238095	"lung"	0.32	"cervix"	0.16	FALSE
"HS229T_FIBROBLAST"	"ACH-000131"	"Fibroblast"	3.80054768697991	-2.27785885299847	"fibroblast"	"lung"	NA	"CL"	65	"fibroblast"	"soft_tissue"	0.242276984126984	0.141296825396825	"soft_tissue"	0.56	"soft_tissue"	0.4	FALSE
"JHOS2_OVARY"	"ACH-000132"	"Adult"	1.55736381633856	-8.86495056230388	"ovary"	"adenocarcinoma, high grade serous"	NA	"CL"	13	"ovary"	"uterus"	0.137697619047619	0.0143230158730159	"ovary"	0.96	"uterus"	0.36	FALSE
"HS729_SOFT_TISSUE"	"ACH-000133"	"Fibroblast"	4.12636208766593	-3.97335844751677	"fibroblast"	"soft tissue"	NA	"CL"	14	"fibroblast"	"soft_tissue"	0.349064285714286	0.263538095238095	"soft_tissue"	0.72	"soft_tissue"	0.64	TRUE
"HS274T_FIBROBLAST"	"ACH-000134"	"Fibroblast"	4.0690183447628	-2.26224829176037	"fibroblast"	"breast"	NA	"CL"	65	"fibroblast"	"soft_tissue"	0.330314285714286	0.213371428571428	"soft_tissue"	0.56	"soft_tissue"	0.64	FALSE
"HS940T_FIBROBLAST"	"ACH-000135"	"Fibroblast"	4.01431105747156	-2.34272022464333	"fibroblast"	"skin"	NA	"CL"	65	"fibroblast"	"soft_tissue"	0.340693650793651	0.219816666666667	"soft_tissue"	0.52	"soft_tissue"	0.52	FALSE
"CHP126_AUTONOMIC_GANGLIA"	"ACH-000136"	"Pediatric"	14.4567304748485	-3.09878773256047	"peripheral_nervous_system"	"MYCN amp"	NA	"CL"	31	"Neuroblastoma"	"Neuroblastoma"	0.366371428571429	0.188878571428571	"Neuroblastoma"	1	"Neuroblastoma"	1	FALSE
